DSC,Jaccard,Kappa,Hausdorff,Volume_T1mc,Volume_T1xFLAIR
0.8403189039342741,0.7263443334046858,0.8368022572553886,6.462605575260221,3787,2842
0.8857945755377548,0.8105834872327151,0.8825567957302913,2.6538982984193993,4396,3735
0.47735350287527456,0.3079112723307324,0.4580523172721193,14.573953638367739,3576,1097
0.7982198749663681,0.6560455739302055,0.7854612107893847,13.259998576866655,2841,1979
0.8339281605681271,0.7218121180218608,0.8266411972021898,6.157563476339608,3678,2779
0.43719661876233296,0.27494565974240587,0.4433301815763814,18.670645221512245,2581,680
0.8179605893999307,0.6760858203088118,0.7960780176310611,3.3327968296667363,1967,1600
0.8426860986178573,0.7336369600598851,0.8494846864917306,6.08557454588012,3673,2881
0.4675849726358534,0.30827498438665113,0.46476316233596543,14.625242562012096,3542,1180
0.7896465963430558,0.6616856989086112,0.7820452793271527,13.30874834612902,2741,1896
0.8829514175073896,0.770618020978713,0.8940736296430658,3.3009024721454963,4512,3700
0.4676177158944266,0.31689662657493883,0.4608488952706895,14.818615260393456,3483,1093
0.4738058114702877,0.3095100697457253,0.4736016432572659,14.14308327071427,3532,1148
0.7874220499128257,0.6694476385323694,0.8155488915876352,3.0560702923770062,2133,1495
0.8804022744103873,0.8116719412397455,0.8813881005302654,3.8847488481630132,4813,4106
0.7799857521699219,0.625979873340053,0.7864762269818993,13.295690803717108,2732,1852
0.7642100213455045,0.6278718098139311,0.7752880151509709,4.266200537385585,2634,2069
0.47443787577293367,0.312224691002427,0.47844943401836404,15.596237549965224,3555,1126
0.8875452355630387,0.8256049567077806,0.8846283318382188,3.9002670251215683,4693,4074
0.7607170124894372,0.6248703847330075,0.7614682695212707,4.43859809244873,2599,2084
0.797718131777239,0.6378316014046017,0.7894259140486252,13.417995290340297,2813,1813
0.5015951617550304,0.3314701484339524,0.5060672111873875,12.428423750034419,3722,1445
0.43983439449784234,0.290631579620228,0.4413792212729268,18.54034523764461,2587,763
0.8830269732826354,0.8140541003386809,0.8984748322851437,3.9525206457082227,4723,4021
0.6532901109391337,0.485043741513056,0.652060208368964,7.659295025422158,1743,944
0.504539274220365,0.34167288438918236,0.505501152010777,12.181653762229944,3785,1444
0.42917957717456595,0.28240601492866957,0.4417515713867605,18.49308819726921,2662,666
0.807436993927217,0.6821897175808621,0.7978713375611997,3.3393717574092405,2066,1454
0.830723594065993,0.7111202189908653,0.8522466437688085,7.046202290547731,3830,2795
0.8844529805239599,0.7936573838114712,0.8911031597872424,2.481220564453788,4334,3689
0.6527888679078514,0.4864273805863645,0.6475891798087662,8.064670494197097,1729,989
0.8203482870732427,0.6577423409660486,0.8098596222695444,2.86856640385973,2156,1618
0.7847844029032218,0.6489348644375832,0.7763382492552916,13.021830328737362,2817,1909
0.7949031921460137,0.6750772279545257,0.8110010891853365,3.6191662709515917,2096,1525
0.8431679849005717,0.7182284550550799,0.8460625083157061,6.420983056927555,3714,2835
0.7742273034769879,0.6436003452190758,0.7776849421620081,12.853518252952183,2779,1803
0.6598765356152055,0.4761418374814711,0.6664314134535327,7.675276137348882,1708,970
0.8188401530983908,0.7139488494823644,0.8395405113758718,6.591935841692153,3766,2820
0.7614525415817653,0.6266350204747835,0.78020414149531,3.920188980222426,2594,2134
0.8887249305219271,0.7888866882394358,0.9035466551549177,3.060138359226095,4397,3654
0.6645074114368631,0.48874754180107927,0.6558610167918516,7.886669028665097,1782,1001
0.7745647220023323,0.6341412925890251,0.766424124199205,3.9420724965935667,2591,2203
0.4382326898452295,0.3003896207710956,0.4314100902418897,19.223584720897463,2624,743
0.6554173553183085,0.49212354596266594,0.6508727913258363,8.050128627445705,1768,994
0.4263156518353985,0.2840190420685256,0.4385144736974691,18.06529373947149,2543,788
0.7786080684394449,0.6452100389716134,0.7878449459693858,13.204748755363028,2775,1837
0.7690384197346647,0.6107929489610431,0.7754349977255321,3.9392425032252056,2613,2129
0.8962470970002682,0.7966844401676867,0.8941931363012685,3.2368302510114035,4461,3702
0.8389802258064961,0.7187824729073826,0.8360445252940455,6.182939411531328,3723,2842
0.45627396681613985,0.3333949032360955,0.4843234114385935,14.493961996101914,3560,1100
0.8069856780205503,0.6705196175227291,0.8018038249395398,3.4569246345269056,2190,1535
0.5002021820483256,0.3395447345442935,0.5272574651016024,12.487980156763266,3723,1459
0.8810845248285109,0.7966020372775069,0.8924309208664174,2.6665234831072633,4458,3784
0.7784147979356255,0.6183326712134368,0.7655197252300404,4.030171658333551,2566,2171
0.48070519389688593,0.32012242581642986,0.4622478161781701,14.393885716181947,3543,1267
0.895146727123881,0.804509166015397,0.8911787104021769,2.8184865375067627,4485,3657
0.7657281075949431,0.6380311159124125,0.7710612566901219,4.613599079835836,2617,2166
0.8927812759561576,0.8016086853372495,0.9016890020104262,3.8541728367766543,4782,4060
0.8983816294553455,0.8248500756463726,0.8995835798470703,3.391347924189627,4807,4175
0.4477741413099411,0.2673392128992651,0.4385518384331951,18.882944192586887,2585,703
0.8828136414647816,0.802849869854875,0.8795545493192444,3.589595413867822,4465,3653
0.8938616332524644,0.8327674220772207,0.8821981835331241,4.028505632655051,4727,4016
0.763392418825369,0.6201233007961332,0.7691107110084705,3.7009813893545456,2592,1995
0.42878423196215665,0.2757379562111293,0.44667774511055386,18.493401997572462,2578,719
